ID,PlayerID,Date,LocalTime,StandardTime,PickBan,WarmUp,Advantage,Map,StartSide,TKills,TAssists,TDeaths,CTKills,CTAssists,CTDeaths,Damage,ADR,HS,Result,Rank,Queue,Rating,AvgFriendly,AvgEnemy,AverageOverall,Comments,KASTPercentage,GamesToday,LossStreak,WinStreak,LeetifyRating,LeetifyPosition,LeetifyAim,LeetifyUtility
433.0,1.0,2024-06-24,22:33:00,22:33:00,First,,Them,Dust II,T,9.0,2.0,10.0,1.0,0.0,4.0,1139.0,71.0,100.0,Loss,11011,2.0,0.79,12961.0,14465.0,13718.0,,,4,2,0,,,,
434.0,1.0,2024-06-24,22:59:00,22:59:00,First,,Them,Inferno,T,7.0,4.0,9.0,2.0,1.0,8.0,1081.0,51.0,44.0,Loss,10889,2.0,0.5,12939.0,12896.0,12991.0,,,5,3,0,,,,
435.0,1.0,2024-06-25,22:20:00,22:20:00,Second,,Them,Inferno,CT,1.0,1.0,6.0,6.0,3.0,11.0,965.0,50.0,14.0,Loss,10777,2.0,0.55,13099.0,12870.0,12919.0,,,1,4,0,,,,
436.0,1.0,2024-06-25,23:47:00,23:47:00,First,,Us,Anubis,T,8.0,1.0,12.0,5.0,4.0,7.0,1333.0,63.0,53.0,Loss,10669,2.0,0.8,12056.0,12434.0,12214.0,,,2,5,0,,,,
437.0,1.0,2024-06-26,00:25:00,00:25:00,First,,Us,Vertigo,T,8.0,3.0,8.0,4.0,0.0,5.0,1301.0,61.0,33.0,Win,10552,2.0,0.93,11074.0,10891.0,11098.0,,,1,0,1,,,,
438.0,1.0,2024-06-27,21:03:00,21:03:00,First,,Them,Mirage,T,12.0,2.0,11.0,9.0,1.0,5.0,1839.0,87.0,9.0,Loss,10912,2.0,1.34,11688.0,12982.0,12556.0,,,1,1,0,,,,
439.0,1.0,2024-06-27,21:44:00,21:44:00,Second,,Us,Vertigo,T,2.0,2.0,9.0,2.0,1.0,4.0,636.0,39.0,75.0,Loss,10796,2.0,0.41,12373.0,12840.0,12621.0,,,2,2,0,,,,
440.0,1.0,2024-06-27,22:09:00,22:09:00,First,,Them,Nuke,T,4.0,,11.0,0.0,,4.0,730.0,45.0,25.0,Loss,10692,2.0,0.26,11328.0,11472.0,11413.0,,,3,3,0,,,,
441.0,1.0,2024-07-01,23:23:00,23:23:00,First,,Us,Inferno,T,14.0,7.0,7.0,16.0,3.0,12.0,3330.0,114.0,33.0,Win,10582,4.0,1.63,8257.0,8162.0,7657.0,,,1,0,1,,,,
442.0,1.0,2024-07-03,19:33:00,19:33:00,Second,,Us,Dust II,CT,3.0,2.0,5.0,4.0,1.0,9.0,884.0,36.0,42.0,Win,10779,1.0,0.59,14934.0,14974.0,14953.0,,,1,0,2,,,,
443.0,1.0,2024-07-03,20:11:00,20:11:00,First,,Them,Anubis,T,10.0,4.0,9.0,6.0,1.0,3.0,1635.0,77.0,43.0,Win,11001,3.0,1.29,14629.0,14305.0,14462.0,,,2,0,3,,,,
444.0,1.0,2024-07-03,21:00:00,21:00:00,Second,,Us,Dust II,CT,4.0,1.0,5.0,6.0,2.0,9.0,977.0,57.0,40.0,Loss,11358,3.0,0.72,14777.0,15403.0,15113.0,,,3,1,0,,,,
445.0,1.0,2024-07-07,20:50:00,20:50:00,First,,Them,Mirage,T,8.0,3.0,12.0,15.0,5.0,7.0,2509.0,114.0,30.0,Loss,11253,1.0,1.44,12042.0,12208.0,12074.0,TML,,1,2,0,,,,
446.0,1.0,2024-07-07,21:47:00,21:47:00,First,,Us,Nuke,CT,6.0,0.0,6.0,13.0,2.0,9.0,2045.0,113.0,36.0,Loss,11132,4.0,1.37,7607.0,8388.0,8034.0,,,2,3,0,,,,
447.0,1.0,2024-07-07,22:28:00,22:28:00,First,,Us,Vertigo,T,8.0,3.0,10.0,7.0,0.0,7.0,1481.0,88.0,53.0,Loss,11023,5.0,0.95,6921.0,9136.0,8085.0,,,3,4,0,,,,
448.0,1.0,2024-07-07,23:52:00,23:52:00,First,,Us,Dust II,T,6.0,4.0,10.0,10.0,1.0,7.0,1654.0,75.0,31.0,Loss,10906,4.0,1.08,8303.0,7693.0,7973.0,TML,,4,5,0,,,,
449.0,1.0,2024-07-08,00:33:00,00:33:00,First,,Us,Ancient,,9.0,3.0,6.0,8.0,0.0,2.0,1719.0,95.0,41.0,Win,10454,5.0,1.62,7025.0,7615.0,7340.0,,,1,0,1,,,,
450.0,1.0,2024-07-10,23:09:00,23:09:00,First,,Them,Mirage,T,12.0,0.0,5.0,3.0,2.0,3.0,1691.0,99.0,60.0,Win,10559,1.0,1.5,10021.0,9812.0,9932.0,,,1,0,2,,,,
451.0,1.0,2024-07-14,21:54:00,21:54:00,Second,,Us,Dust II,CT,8.0,1.0,9.0,4.0,4.0,8.0,1558.0,70.0,33.0,Loss,10681,4.0,0.91,7045.0,8591.0,7749.0,,,1,1,0,,,,
452.0,1.0,2024-07-14,22:47:00,22:47:00,Second,,Us,Vertigo,CT,0.0,2.0,3.0,10.0,0.0,10.0,1044.0,69.0,40.0,Loss,10462,4.0,1.0,6531.0,6541.0,6496.0,,,2,2,0,,,,
453.0,1.0,2024-07-17,19:19:00,19:19:00,First,,Us,Dust II,CT,1.0,7.0,13.0,7.0,3.0,12.0,1649.0,54.0,9.0,Loss,10000,1.0,0.58,9834.0,9112.0,9514.0,,,1,3,0,,,,
454.0,1.0,2024-07-17,20:03:00,20:03:00,Second,,Us,Anubis,T,6.0,4.0,6.0,3.0,0.0,6.0,1165.0,55.0,44.0,Win,9893,4.0,0.85,14519.0,15125.0,14788.0,,,2,0,1,,,,
455.0,1.0,2024-07-17,20:46:00,20:46:00,Second,,Us,Vertigo,CT,3.0,2.0,8.0,10.0,1.0,8.0,1491.0,71.0,46.0,Loss,9995,3.0,0.92,14301.0,14101.0,14176.0,,,3,1,0,,,,
456.0,1.0,2024-07-21,21:58:00,21:58:00,Second,,Us,Dust II,CT,4.0,4.0,4.0,6.0,0.0,11.0,1385.0,82.0,50.0,Loss,9631,3.0,0.85,14519.0,15125.0,14788.0,,,1,2,0,,,,
457.0,1.0,2024-07-21,22:34:00,22:34:00,First,,Us,Nuke,T,10.0,3.0,7.0,10.0,4.0,9.0,2131.0,92.0,40.0,Win,9489,3.0,1.37,6255.0,6545.0,6360.0,,,2,0,1,,,,
458.0,1.0,2024-07-21,23:20:00,23:20:00,Second,,Neither,Nuke,CT,5.0,3.0,8.0,10.0,0.0,6.0,1515.0,72.0,46.0,Loss,9593,4.0,1.1,6215.0,6783.0,6497.0,,,3,1,0,,,,
459.0,1.0,2024-07-21,23:55:00,23:55:00,First,,Them,Ancient,CT,0.0,0.0,0.0,7.0,0.0,0.0,475.0,67.0,57.0,Win,9180,3.0,1.88,7316.0,6523.0,6734.0,S,,4,0,1,,,,
460.0,1.0,2024-07-22,00:08:00,00:08:00,Second,,Us,Inferno,CT,10.0,0.0,7.0,8.0,2.0,9.0,1754.0,83.0,55.0,Loss,9304,3.0,1.13,7376.0,7916.0,7632.0,,,1,1,0,,,,
461.0,1.0,2024-07-22,20:30:00,20:30:00,Second,AimLabs,Them,Dust II,T,10.0,3.0,9.0,9.0,3.0,6.0,2127.0,101.0,36.0,Win,8856,1.0,1.38,8703.0,8600.0,8673.0,,,2,0,1,,,,
462.0,1.0,2024-07-22,22:18:00,22:18:00,Second,AimLabs,Us,Dust II,CT,10.0,3.0,6.0,11.0,1.0,8.0,2175.0,98.0,33.0,Win,8968,1.0,1.49,8748.0,8733.0,8800.0,,,3,0,2,,,,
463.0,1.0,2024-07-23,23:01:00,23:01:00,Second,,Us,Nuke,CT,0.0,0.0,6.0,5.0,2.0,11.0,561.0,29.0,60.0,Win,9092,5.0,0.34,13207.0,12747.0,12969.0,,,1,0,3,,,,
464.0,1.0,2024-07-26,22:07:00,22:07:00,Second,AimLabs,Them,Dust II,CT,9.0,4.0,10.0,11.0,2.0,9.0,2217.0,100.0,35.0,Win,9370,1.0,1.24,9344.0,9607.0,9476.0,,,1,0,4,,,,
465.0,1.0,2024-07-26,23:08:00,23:08:00,Second,,Them,Nuke,CT,9.0,5.0,8.0,5.0,4.0,6.0,1684.0,76.0,57.0,Win,9732,5.0,1.16,14490.0,14592.0,14566.0,,,2,0,5,,,,
466.0,1.0,2024-07-28,18:38:00,18:38:00,Second,,Them,Vertigo,CT,3.0,3.0,6.0,8.0,0.0,8.0,1014.0,46.0,36.0,Win,9999,4.0,0.8,14696.0,14123.0,14459.0,,,1,0,6,,,,
467.0,1.0,2024-07-28,19:22:00,19:22:00,First,,Them,Anubis,T,8.0,8.0,7.0,9.0,2.0,6.0,1957.0,81.0,41.0,Win,10105,4.0,1.24,14955.0,14899.0,14968.0,,,2,0,7,,,,
468.0,1.0,2024-07-28,20:10:00,20:10:00,Second,,Us,Mirage,CT,8.0,1.0,11.0,6.0,5.0,7.0,1554.0,55.0,57.0,Win,10472,3.0,0.88,16353.0,16696.0,16542.0,,,3,0,8,,,,
469.0,1.0,2024-07-29,19:50:00,19:50:00,First,,Us,Vertigo,T,4.0,1.0,6.0,1.0,2.0,1.0,546.0,34.0,20.0,Win,10847,2.0,0.69,15413.0,15563.0,15530.0,,,1,0,9,,,,
470.0,1.0,2024-07-29,20:17:00,20:17:00,Second,,Neither,Mirage,CT,2.0,3.0,6.0,7.0,0.0,9.0,824.0,41.0,33.0,Loss,11252,2.0,0.61,15661.0,16200.0,15954.0,,,2,1,0,,,,
471.0,1.0,2024-07-30,22:51:00,22:51:00,Second,AimLabs,Neither,Ancient,T,9.0,1.0,10.0,8.0,0.0,3.0,1833.0,83.0,41.0,Win,11145,1.0,1.19,12273.0,12227.0,12368.0,,,1,0,1,,,,
472.0,1.0,2024-07-30,23:37:00,23:37:00,First,,Neither,Anubis,T,3.0,4.0,11.0,0.0,3.0,5.0,855.0,47.0,0.0,Loss,11556,2.0,0.25,13103.0,13121.0,13159.0,,,2,1,0,,,,
473.0,1.0,2024-07-31,00:10:00,00:10:00,First,,Them,Nuke,CT,12.0,2.0,9.0,7.0,2.0,8.0,2009.0,83.0,26.0,Win,11450,2.0,1.18,11755.0,12843.0,12326.0,,,1,0,1,,,,
474.0,1.0,2024-08-04,20:38:00,20:38:00,Second,,Us,Vertigo,CT,15.0,1.0,9.0,12.0,3.0,9.0,2683.0,111.0,40.0,Loss,11836,3.0,,,,,,,1,1,0,,,,
475.0,1.0,2024-08-04,21:27:00,21:27:00,Second,,Us,Mirage,CT,14.0,3.0,11.0,6.0,4.0,9.0,2237.0,79.0,25.0,Win,11725,3.0,,,,,,,2,0,1,,,,
476.0,1.0,2024-08-04,22:12:00,22:12:00,First,,Them,Inferno,T,8.0,2.0,6.0,4.0,3.0,3.0,1181.0,69.0,33.0,Win,12096,2.0,,,,,,,3,0,2,,,,
477.0,1.0,2024-08-04,22:41:00,22:41:00,First,,Them,Nuke,T,5.0,2.0,4.0,16.0,3.0,7.0,2092.0,110.0,42.0,Win,12469,2.0,,,,,,,4,0,3,,,,
478.0,1.0,2024-08-04,23:15:00,23:15:00,Second,,Them,Dust II,CT,4.0,2.0,7.0,11.0,2.0,9.0,1497.0,71.0,46.0,Win,12828,2.0,,,,,,,5,0,4,,,,
479.0,1.0,2024-08-05,20:54:00,20:54:00,First,,Neither,Ancient,CT,8.0,1.0,6.0,10.0,2.0,10.0,1907.0,86.0,27.0,Win,12723,3.0,,,,,,,1,0,5,,,,
480.0,1.0,2024-08-05,21:32:00,21:32:00,Second,,Us,Nuke,CT,2.0,1.0,6.0,9.0,7.0,6.0,1320.0,66.0,36.0,Loss,12921,4.0,,,,,,,2,1,0,,,,
481.0,1.0,2024-08-08,00:07:00,00:07:00,First,,Us,Dust II,T,10.0,4.0,9.0,13.0,6.0,12.0,2367.0,81.0,43.0,Loss,12816,3.0,,,,,,,1,2,0,,,,
482.0,1.0,2024-08-08,20:12:00,20:12:00,Second,,Them,Anubis,CT,2.0,2.0,5.0,5.0,3.0,10.0,1066.0,62.0,57.0,Loss,12244,5.0,,,,,,,2,3,0,,,,
483.0,1.0,2024-08-08,20:44:00,20:44:00,First,,Us,Vertigo,T,5.0,2.0,8.0,3.0,2.0,10.0,900.0,40.0,37.0,Loss,11784,5.0,,,,,,,3,4,0,,,,
484.0,1.0,2024-08-08,21:28:00,21:28:00,First,,Us,Mirage,T,5.0,4.0,12.0,10.0,9.0,9.0,1901.0,63.0,46.0,Tie,11667,4.0,,,,,,,4,0,0,,,,
485.0,1.0,2024-08-08,22:35:00,22:35:00,First,,Us,Mirage,CT,14.0,2.0,7.0,10.0,4.0,7.0,2674.0,116.0,45.0,Win,11608,1.0,,,,,,,5,0,1,,,,
486.0,1.0,2024-08-08,23:20:00,23:20:00,First,,Them,Nuke,CT,4.0,4.0,8.0,7.0,5.0,8.0,1660.0,75.0,63.0,Loss,11925,1.0,,,,,,,6,1,0,,,,
487.0,1.0,2024-08-09,23:27:00,23:27:00,First,AimLabs,Us,Vertigo,T,9.0,4.0,7.0,3.0,7.0,10.0,1551.0,67.0,33.0,Win,11807,1.0,,,,,,,1,0,1,,,,
488.0,1.0,2024-08-12,20:14:00,20:14:00,First,,Us,Mirage,T,3.0,3.0,10.0,8.0,2.0,6.0,1246.0,56.0,18.0,Loss,11968,4.0,,,,,,,1,1,0,,,,
489.0,1.0,2024-08-12,20:54:00,20:54:00,Second,,Us,Anubis,CT,8.0,5.0,9.0,4.0,3.0,6.0,1495.0,71.0,25.0,Win,11863,4.0,,,,,,,2,0,1,,,,
490.0,1.0,2024-08-12,21:32:00,21:32:00,Second,,Us,Vertigo,CT,4.0,1.0,6.0,6.0,5.0,7.0,1457.0,69.0,40.0,Win,12166,4.0,,,,,,,3,0,2,,,,
491.0,1.0,2024-08-13,22:38:00,22:38:00,First,,Us,Inferno,T,4.0,2.0,6.0,4.0,3.0,6.0,1025.0,53.0,25.0,Win,12523,1.0,,,,,,,1,0,3,,,,
492.0,1.0,2024-08-13,23:28:00,23:28:00,First,AimLabs,Us,Inferno,T,6.0,4.0,12.0,7.0,6.0,11.0,1984.0,66.0,30.0,Win,12891,1.0,,,,,,,2,0,4,,,,
493.0,1.0,2024-08-14,00:42:00,00:42:00,Second,AimLabs,Neither,Anubis,CT,9.0,1.0,4.0,8.0,4.0,9.0,1918.0,106.0,35.0,Loss,13257,1.0,,,,,,,1,1,0,,,,
494.0,1.0,2024-08-14,17:21:00,17:21:00,Second,AimLabs,Us,Nuke,CT,5.0,4.0,9.0,7.0,5.0,8.0,1595.0,75.0,25.0,Loss,13152,1.0,,,,,,,2,2,0,,,,
495.0,1.0,2024-08-14,18:11:00,18:11:00,First,AimLabs,Us,Inferno,T,8.0,6.0,5.0,4.0,1.0,8.0,1530.0,69.0,50.0,Win,13041,1.0,,,,,EL,,3,0,1,,,,
496.0,1.0,2024-08-14,19:25:00,19:25:00,Second,AimLabs,Us,Nuke,CT,3.0,0.0,3.0,8.0,2.0,3.0,1116.0,69.0,45.0,Win,13272,1.0,,,,,,,4,0,2,,,,
497.0,1.0,2024-08-17,00:24:00,00:24:00,Second,,Us,Ancient,CT,16.0,2.0,9.0,10.0,5.0,9.0,2832.0,118.0,34.0,Loss,13593,4.0,,,,,,,1,1,0,,,,
498.0,1.0,2024-08-17,01:05:00,01:05:00,Second,,Us,Inferno,CT,11.0,4.0,10.0,7.0,4.0,9.0,2367.0,98.0,44.0,Win,13481,4.0,,,,,,,2,0,1,,,,
499.0,1.0,2024-08-22,21:55:00,21:55:00,First,AimLabs,Us,Inferno,T,6.0,4.0,12.0,2.0,1.0,5.0,1066.0,59.0,12.0,Loss,13583,1.0,,,,,,,1,1,0,,,,
500.0,1.0,2024-08-22,22:44:00,22:44:00,First,AimLabs,Them,Nuke,T,6.0,2.0,6.0,5.0,2.0,4.0,1080.0,60.0,36.0,Win,13143,1.0,,,,,,,2,0,1,,,,
501.0,1.0,2024-08-25,15:24:00,15:24:00,Second,AimLabs,Us,Vertigo,CT,3.0,0.0,7.0,13.0,1.0,9.0,1424.0,74.0,25.0,Loss,13263,1.0,,,,,,,1,1,0,,,,
502.0,1.0,2024-08-25,16:10:00,16:10:00,Second,AimLabs,Us,Mirage,CT,5.0,8.0,9.0,11.0,4.0,9.0,2187.0,99.0,50.0,Loss,13146,1.0,,,,,,,2,2,0,,,,
503.0,1.0,2024-08-25,16:57:00,16:57:00,First,,Them,Dust II,T,7.0,4.0,10.0,5.0,2.0,8.0,1377.0,62.0,50.0,Loss,12880,1.0,,,,,,,3,3,0,,,,
504.0,1.0,2024-08-27,21:47:00,21:47:00,First,,Us,Dust II,T,2.0,2.0,10.0,3.0,2.0,5.0,964.0,53.0,40.0,Loss,12567,4.0,,,,,,,1,4,0,,,,
505.0,1.0,2024-08-27,22:14:00,22:14:00,Second,,Neither,Anubis,T,9.0,5.0,11.0,3.0,4.0,6.0,1911.0,100.0,50.0,Loss,12209,3.0,,,,,TML,,2,5,0,,,,
506.0,1.0,2024-08-27,22:56:00,22:56:00,Second,,Us,Nuke,CT,3.0,0.0,0.0,13.0,1.0,8.0,1353.0,90.0,43.0,Win,12035,2.0,,,,,,,3,0,1,,,,
507.0,1.0,2024-08-28,20:57:00,20:57:00,First,,Them,Mirage,T,8.0,4.0,9.0,4.0,1.0,4.0,1263.0,63.0,50.0,Win,12145,5.0,,,,,,,1,0,2,,,,
508.0,1.0,2024-08-28,21:32:00,21:32:00,First,,Us,Nuke,T,5.0,4.0,11.0,4.0,4.0,9.0,1262.0,52.0,33.0,Loss,12503,5.0,,,,,,,2,1,0,,,,
509.0,1.0,2024-09-01,18:34:00,18:34:00,Second,,Neither,Dust II,T,8.0,3.0,8.0,4.0,1.0,5.0,1288.0,61.0,25.0,Win,12392,2.0,,,,,,,1,0,1,,,,
510.0,1.0,2024-09-01,19:35:00,19:35:00,Second,,Us,Anubis,CT,14.0,4.0,10.0,13.0,5.0,6.0,3171.0,113.0,14.0,Win,12754,2.0,,,,,,,2,0,2,,,,
511.0,1.0,2024-09-01,21:38:00,21:38:00,Second,,Them,Ancient,CT,5.0,2.0,2.0,10.0,0.0,10.0,1460.0,85.0,26.0,Loss,13112,3.0,,,,,,,3,1,0,,,,
512.0,1.0,2024-09-08,23:11:00,23:11:00,First,,Us,Nuke,T,3.0,3.0,10.0,12.0,2.0,8.0,1476.0,49.0,40.0,Win,13008,2.0,,,,,,,1,0,1,,,,
513.0,1.0,2024-09-09,21:24:00,21:24:00,Second,,Us,Ancient,CT,6.0,1.0,9.0,7.0,5.0,11.0,1875.0,81.0,38.0,Loss,13127,2.0,,,,,,,1,1,0,,,,
514.0,1.0,2024-09-15,19:34:00,19:34:00,First,,Us,Anubis,T,7.0,3.0,5.0,5.0,2.0,5.0,1424.0,59.0,16.0,Win,12699,3.0,,,,,,,1,0,1,,,,
515.0,1.0,2024-09-15,20:16:00,20:16:00,Second,,Them,Ancient,CT,5.0,2.0,6.0,9.0,5.0,8.0,1498.0,68.0,14.0,Loss,12812,5.0,,,,,,,2,1,0,,,,
516.0,1.0,2024-09-15,21:02:00,21:02:00,Second,,Us,Vertigo,CT,8.0,3.0,3.0,9.0,1.0,7.0,1977.0,98.0,41.0,Win,12704,5.0,,,,,,,3,0,1,,,,
517.0,1.0,2024-09-15,21:34:00,21:34:00,First,,Us,Anubis,T,3.0,7.0,9.0,6.0,0.0,7.0,1220.0,55.0,33.0,Win,12809,5.0,,,,,,,4,0,2,,,,
518.0,1.0,2024-09-15,22:13:00,22:13:00,First,,Us,Dust II,T,6.0,3.0,10.0,7.0,2.0,7.0,1486.0,70.0,46.0,Win,13171,5.0,,,,,,,5,0,3,,,,
519.0,1.0,2024-09-19,19:47:00,19:47:00,Second,,Them,Ancient,CT,7.0,4.0,7.0,5.0,3.0,8.0,1304.0,59.0,16.0,Win,13539,2.0,,,,,,,1,0,4,,,,
520.0,1.0,2024-10-03,20:12:00,20:12:00,First,,Them,Vertigo,CT,1.0,0.0,2.0,3.0,4.0,12.0,707.0,50.0,75.0,Loss,13903,3.0,,,,,,,1,1,0,,,,
521.0,1.0,2024-10-03,20:48:00,20:48:00,Second,,Them,Mirage,CT,,,,,,,,,,Win,13797,3.0,,,,,,,2,0,1,,,,
522.0,1.0,2024-10-05,21:34:00,21:34:00,Second,,,Mirage,CT,4.0,0.0,4.0,7.0,2.0,8.0,1170.0,58.0,36.0,Win,13744,5.0,,,,,,,1,0,2,-2.53,55.0,47.0,31.0
523.0,1.0,2024-10-05,22:10:00,22:10:00,First,,Us,Anubis,T,3.0,0.0,11.0,5.0,1.0,7.0,706.0,29.0,62.0,Loss,14110,5.0,,,,,,,2,1,0,-2.92,50.0,50.0,60.0
524.0,1.0,2024-10-08,21:57:00,21:57:00,First,AimLabs,Us,Dust II,T,8.0,3.0,7.0,5.0,3.0,8.0,1427.0,64.0,30.0,Loss,14001,1.0,0.87,14449.0,14938.0,14766.0,,,1,2,0,1.86,69.0,43.0,60.0
525.0,1.0,2024-10-08,22:47:00,22:47:00,Second,AimLabs,Them,Nuke,T,8.0,1.0,10.0,4.0,3.0,5.0,1376.0,76.0,25.0,Loss,13885,1.0,0.95,14104.0,14253.0,14168.0,,,2,3,0,-1.25,69.0,44.0,32.0
526.0,1.0,2024-10-14,16:42:00,16:42:00,Second,AimLabs,Us,Mirage,CT,,,,,,,1320.0,57.0,40.0,Loss,13784,1.0,,,,,,,1,4,0,-3.41,50.0,51.0,44.0
527.0,1.0,2024-10-18,21:54:00,21:54:00,First,,Us,Mirage,T,1.0,1.0,6.0,0.0,1.0,4.0,305.0,16.0,100.0,Win,13669,5.0,,,,,,,1,0,1,-6.59,32.0,29.0,36.0
528.0,1.0,2024-10-18,22:33:00,22:33:00,Second,,,Anubis,CT,2.0,0.0,5.0,4.0,0.0,9.0,751.0,34.0,50.0,Win,13832,5.0,,,,,,,2,0,2,-4.15,21.0,13.0,54.0
529.0,1.0,2024-10-22,22:19:00,22:19:00,Second,,Us,Dust II,CT,6.0,4.0,7.0,15.0,3.0,8.0,2328.0,97.0,47.0,Win,14192,2.0,,,,,,,1,0,3,3.18,59.0,48.0,70.0
530.0,1.0,2024-10-22,23:01:00,23:01:00,First,,Them,Vertigo,T,7.0,6.0,10.0,6.0,2.0,10.0,1334.0,60.0,38.0,Loss,14558,2.0,,,,,,,2,1,0,-2.92,70.0,55.0,55.0
531.0,1.0,2024-10-24,19:54:00,19:54:00,First,,Them,Nuke,T,7.0,2.0,8.0,2.0,4.0,8.0,1263.0,57.0,33.0,Loss,14435,3.0,,,,,,,1,2,0,-3.01,26.0,55.0,41.0
532.0,1.0,2024-10-24,20:34:00,20:34:00,Second,,Us,Vertigo,CT,4.0,3.0,12.0,8.0,2.0,10.0,1090.0,16.0,36.0,Loss,14331,3.0,,,,,,,2,3,0,-5.48,75.0,47.0,48.0
533.0,2.0,2024-10-27,00:07:00,00:07:00,Second,,Us,Inferno,CT,8.0,2.0,6.0,10.0,0.0,8.0,1732.0,86.0,50.0,Loss,Placement,3.0,,,,,,,1,4,0,-3.48,28.0,54.0,53.0
534.0,2.0,2024-10-27,00:50:00,00:50:00,First,,Us,Inferno,CT,11.0,1.0,4.0,14.0,1.0,8.0,2190.0,104.0,44.0,Loss,Placement,4.0,,,,,,,2,5,0,8.2,15.0,78.0,47.0
535.0,2.0,2024-11-03,20:29:00,20:29:00,First,,Neither,Vertigo,T,,,,,,,,57.0,,Loss,Placement,4.0,,,,,,,1,6,0,-10.11,68.0,31.0,54.0
536.0,2.0,2024-11-03,21:01:00,21:01:00,First,,Us,Nuke,T,,,,,,,631.0,31.0,14.0,Loss,Placement,3.0,,,,,BC,,2,7,0,-5.85,31.0,35.0,48.0
537.0,2.0,2024-11-09,21:23:00,21:23:00,Second,,Us,Inferno,CT,,,,,,,1589.0,69.0,11.0,Loss,Placement,4.0,,,,,,,1,8,0,1.44,32.0,46.0,58.0
538.0,2.0,2024-11-09,22:13:00,22:13:00,First,,Us,Mirage,CT,0.0,0.0,0.0,8.0,5.0,2.0,983.0,75.0,37.0,Win,Placement,4.0,,,,,TML,,2,0,1,5.16,75.0,62.0,40.0
539.0,2.0,2024-11-09,20:38:00,20:38:00,Second,,,Ancient,CT,9.0,4.0,5.0,8.0,2.0,7.0,1776.0,74.0,17.0,Win,Placement,4.0,,,,,,,3,0,2,,,,
540.0,1.0,2024-11-09,23:21:00,23:21:00,Second,,Us,Mirage,CT,9.0,2.0,3.0,9.0,1.0,7.0,1723.0,86.0,33.0,Win,14198,5.0,,,,,,,4,0,3,9.55,21.0,51.0,48.0
541.0,2.0,2024-11-10,21:37:00,21:37:00,First,,Neither,Mirage,T,6.0,1.0,12.0,0.0,0.0,1.0,693.0,53.0,50.0,Loss,Placement,5.0,,,,,BC,,1,1,0,-4.73,4.0,80.0,73.0
542.0,1.0,2024-11-11,21:23:00,21:23:00,First,,Them,Vertigo,T,8.0,2.0,8.0,6.0,3.0,12.0,1845.0,65.0,53.0,Loss,14337,5.0,0.82,15659.0,16464.0,16121.0,,,1,2,0,-3.09,63.0,61.0,58.0
543.0,1.0,2024-11-11,22:58:00,22:58:00,First,,,Vertigo,T,6.0,4.0,6.0,7.0,0.0,5.0,1650.0,78.0,15.0,Win,13965,5.0,1.19,15444.0,15448.0,15473.0,,,2,0,1,-0.25,44.0,48.0,24.0
544.0,1.0,2024-11-11,21:31:00,21:31:00,First,,Us,Ancient,T,3.0,1.0,9.0,8.0,1.0,5.0,1189.0,49.0,18.0,Loss,14320,5.0,0.74,15806.0,16375.0,16161.0,,,3,1,0,-1.61,25.0,57.0,57.0
545.0,1.0,2024-11-11,22:27:00,22:27:00,Second,,Us,Nuke,T,7.0,5.0,10.0,14.0,2.0,3.0,2301.0,100.0,42.0,Win,14139,5.0,,,,,,,4,0,1,4.69,35.0,45.0,40.0
546.0,1.0,2024-11-17,11:43:00,11:43:00,Second,,Us,Mirage,CT,4.0,3.0,9.0,13.0,2.0,8.0,1557.0,70.0,35.0,Loss,14496,2.0,,,,,,,1,1,0,-2.12,65.0,66.0,59.0
547.0,1.0,2024-11-17,12:21:00,12:21:00,Second,,Them,Ancient,CT,1.0,2.0,1.0,8.0,3.0,8.0,1235.0,72.0,44.0,Win,14233,2.0,,,,,,,2,0,1,0.15,31.0,68.0,43.0
548.0,1.0,2024-11-17,12:49:00,12:49:00,Second,,,Dust II,CT,12.0,2.0,5.0,7.0,3.0,9.0,2056.0,93.0,31.0,Win,14606,2.0,,,,,,,3,0,2,-0.33,38.0,38.0,50.0
549.0,1.0,2024-11-17,22:22:00,22:22:00,First,,Them,Anubis,CT,6.0,3.0,9.0,11.0,2.0,8.0,1966.0,93.0,17.0,Loss,14961,3.0,,,,,,,4,1,0,1.23,39.0,84.0,76.0
550.0,1.0,2024-11-20,00:04:00,00:04:00,Second,,Them,Anubis,CT,7.0,2.0,10.0,10.0,3.0,10.0,1532.0,51.0,17.0,Tie,14620,3.0,,,,,,,1,0,0,-0.83,52.0,66.0,59.0
551.0,1.0,2024-11-25,23:00:00,23:00:00,First,,Us,Nuke,CT,9.0,2.0,2.0,8.0,1.0,10.0,1717.0,81.0,5.0,Win,14676,3.0,,,,,,,1,0,1,4.92,77.0,56.0,42.0
552.0,1.0,2024-11-25,23:34:00,23:34:00,Second,,Us,Dust II,CT,10.0,3.0,4.0,11.0,4.0,7.0,2049.0,93.0,33.0,Win,14983,3.0,,,,,,,2,0,2,4.48,80.0,64.0,63.0
553.0,1.0,2024-12-01,12:48:00,12:48:00,Second,,Them,Ancient,CT,7.0,4.0,8.0,8.0,2.0,10.0,1753.0,62.0,26.0,Loss,14999,3.0,,,,,,,1,1,0,-0.99,73.0,58.0,45.0
