ID,Date,LocalTime,StandardTime,PickBan,WarmUp,Server,KnifeResult,Map,StartSide,TKills,TAssists,TDeaths,CTKills,CTAssists,CTDeaths,Damage,ADR,HS,Result,Rank,Queue,Rating,WinProb,AvgFriendly,AvgEnemy,AverageOverall,Comments,GamesToday,LossStreak,WinStreak,LeetifyRating,LeetifyPosition,LeetifyAim,LeetifyUtility
309.0,2025-07-19,01:01:00,01:01:00,,,Chicago,Loss,Mirage,T,,,,,,,860.0,47.0,60.0,Loss,1158.0,2.0,,,,,0.0,,2,2,0,,,,
310.0,2025-07-19,21:03:00,21:03:00,First,,Dallas,Loss,Overpass,T,7.0,3.0,10.0,6.0,6.0,9.0,1869.0,77.0,38.0,Loss,1129.0,1.0,,50.0,,,0.0,,3,3,0,,,,
311.0,2025-07-19,22:05:00,22:05:00,First,Deathmatch,Dallas,Win,Mirage,T,4.0,7.0,8.0,8.0,1.0,7.0,1557.0,67.0,33.0,Win,1103.0,1.0,,,,,0.0,,4,0,1,,,,
312.0,2025-07-19,23:31:00,23:31:00,,,Chicago,Win,Mirage,CT,6.0,4.0,8.0,8.0,1.0,4.0,1649.0,71.0,42.0,Win,1127.0,2.0,,50.0,,,0.0,,5,0,2,,,,
313.0,2025-07-20,20:24:00,20:24:00,First,,Chicago,Win,Dust II,CT,3.0,1.0,4.0,7.0,0.0,10.0,1063.0,62.0,50.0,Loss,1151.0,5.0,,54.0,,,0.0,,1,6,0,,,,
314.0,2025-07-22,21:17:00,21:17:00,Second,,Chicago,Loss,Mirage,T,10.0,3.0,7.0,9.0,2.0,7.0,1864.0,81.0,32.0,Win,1122.0,2.0,,48.0,,,0.0,,1,0,1,,,,
315.0,2025-07-22,21:58:00,21:58:00,Second,,Denver,Loss,Overpass,T,4.0,0.0,10.0,0.0,3.0,5.0,461.0,,,Loss,1152.0,2.0,,48.0,,,0.0,,2,2,0,,,,
316.0,2025-07-22,22:32:00,22:32:00,First,,Denver,Win,Mirage,CT,4.0,,5.0,7.0,3.0,11.0,,,,Loss,1123.0,2.0,,,,,0.0,,3,3,0,,,,
317.0,2025-07-25,20:45:00,20:45:00,,,Chicago,Loss,Ancient,CT,6.0,5.0,7.0,7.0,2.0,6.0,1171.0,48.0,15.0,Win,1099.0,5.0,,49.0,,,0.0,,1,0,1,,,,
318.0,2025-07-25,21:29:00,21:29:00,First,,Chicago,Win,Mirage,CT,3.0,2.0,7.0,6.0,4.0,6.0,1016.0,48.0,0.0,Win,,5.0,,51.0,,,0.0,,2,0,2,,,,
319.0,2025-07-25,22:06:00,22:06:00,Second,,Chicago,Loss,Ancient,T,4.0,2.0,11.0,6.0,1.0,9.0,,58.0,20.0,Loss,1146.0,5.0,,,,,0.0,,3,3,0,0.36,43.0,69.0,40.0
320.0,2025-07-27,22:06:00,22:06:00,First,AimLabs,Chicago,Loss,Overpass,T,12.0,3.0,6.0,6.0,4.0,7.0,,91.0,78.0,Loss,1129.0,1.0,,49.0,,,0.0,,1,4,0,,,,
321.0,2025-08-01,20:44:00,20:44:00,First,,Chicago,Loss,Ancient,T,2.0,4.0,11.0,2.0,0.0,4.0,472.0,31.0,50.0,Loss,1097.0,4.0,,50.0,,,0.0,,1,2,0,,,,
322.0,2025-08-23,22:38:00,23:38:00,,,Chicago,Win,Overpass,CT,9.0,2.0,4.0,8.0,0.0,8.0,,72.0,29.0,Win,1069.0,2.0,,,,,0.0,,1,0,1,3.22,26.0,70.0,37.0
323.0,2025-08-23,23:31:00,1900-01-01 00:31:00,First,,Chicago,Win,Mirage,CT,3.0,3.0,4.0,8.0,2.0,8.0,1092.0,52.0,45.0,Win,1100.0,4.0,,50.0,,,0.0,,2,0,2,-2.99,33.0,67.0,12.0
324.0,2025-08-24,00:13:00,01:13:00,,,Dallas,Loss,Mirage,T,,,,,,,2043.0,88.0,27.0,Win,1123.0,2.0,,52.0,,,0.0,,1,0,3,,,,
325.0,2025-08-27,20:07:00,21:07:00,,,Chicago,Loss,Dust II,CT,8.0,2.0,11.0,7.0,1.0,11.0,,61.0,33.0,Loss,1149.0,2.0,,,,,0.0,,1,2,0,,,,
326.0,2025-08-27,21:55:00,22:55:00,,,Chicago,Loss,Mirage,CT,,,,,,,1830.0,114.0,40.0,Win,1123.0,2.0,,,,,0.0,,2,0,1,,,,
327.0,2025-10-15,18:59:00,19:59:00,,,Chicago,Loss,Ancient,T,,,,,,,,,,,1154.0,2.0,,49.0,,,0.0,S,1,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,1,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,3,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,4,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,5,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,6,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,7,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,8,0,0,,,,
,,,01:00:00,,,,,,,,,,,,,,,,,,,,,,,0.0,,9,0,0,,,,
