"","ID","PlayerID","Date","LocalTime","StandardTime","PickBan","WarmUp","Advantage","Map","StartSide","TKills","TAssists","TDeaths","CTKills","CTAssists","CTDeaths","Damage","ADR","HS","Result","Rank","Queue","Rating","AvgFriendly","AvgEnemy","AverageOverall","Comments","KASTPercentage","GamesToday","LossStreak","WinStreak","LeetifyRating","LeetifyPosition","LeetifyAim","LeetifyUtility","gamesTest","SID","eloDiff","MTime","dayDifference","TotalKills","TotalAssists","TotalDeaths","AvgDelta","KDR"
"83",142,1,2023-11-14,1899-12-31 23:44:00,1899-12-31 23:44:00,"Second","None","Us","Nuke","CT",10,2,9,11,2,7,1978,82,14,"Loss",5416,1,1.19,7471,5643,6672,NA,NA,1,2,0,NA,NA,NA,NA,1,"Prem 142",-107,23:44:00,2,21,4,16,1828,1.3125
"84",143,1,2023-11-15,1899-12-31 11:05:00,1899-12-31 11:05:00,"First","None","Us","Ancient","CT",3,2,2,17,5,7,1879,117,20,"Win",5309,1,2,4925,5086,5153,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 143",361,11:05:00,1,20,7,9,-161,2.22222222222222
"85",145,1,2023-11-15,1899-12-31 23:12:00,1899-12-31 23:12:00,"Second","AimLabs","Them","Nuke","T",6,5,7,6,3,8,1862,88,16,"Loss",6030,1,0.96,5385,6488,6036,NA,NA,3,1,0,NA,NA,NA,NA,2,"Prem 145",-107,23:12:00,0,12,8,15,-1103,0.8
"86",146,1,2023-11-15,1899-12-31 00:01:00,1899-12-31 00:01:00,"First","AimLabs","Neither","Vertigo","T",8,4,8,13,2,8,1843,76,14,"Win",5923,1,1.31,4685,5645,5277,NA,NA,4,0,1,NA,NA,NA,NA,2,"Prem 146",353,00:01:00,0,21,6,16,-960,1.3125
"87",147,1,2023-11-20,1899-12-31 11:13:00,1899-12-31 11:13:00,"Second","AimLabs","Them","Ancient","CT",6,4,7,7,3,6,1461,69,30,"Win",6276,1,1.08,5226,6550,5962,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 147",356,11:13:00,5,13,7,13,-1324,1
"88",149,1,2023-11-20,1899-12-31 22:59:00,1899-12-31 22:59:00,"First","AimLabs","Neither","Nuke","T",10,2,8,8,3,9,2103,87,16,"Win",6998,1,1.18,7612,8806,8297,NA,NA,3,0,4,NA,NA,NA,NA,2,"Prem 149",350,22:59:00,0,18,5,17,-1194,1.05882352941176
"89",154,1,2023-11-21,1899-12-31 20:55:00,1899-12-31 20:55:00,"Second","AimLabs","Us","Anubis","T",9,2,9,4,1,6,1547,81,0,"Loss",7837,1,0.97,7912,6126,7135,NA,NA,4,1,0,NA,NA,NA,NA,2,"Prem 154",-117,20:55:00,0,13,3,15,1786,0.866666666666667
"90",155,1,2023-11-21,1899-12-31 21:34:00,1899-12-31 21:34:00,"First","AimLabs","Us","Mirage","CT",2,9,6,4,7,8,1325,57,50,"Win",7720,1,0.7,7808,5605,6764,NA,NA,5,0,1,NA,NA,NA,NA,2,"Prem 155",367,21:34:00,0,6,16,14,2203,0.428571428571429
"91",156,1,2023-11-21,1899-12-31 22:16:00,1899-12-31 22:16:00,"Second","None",NA,"Inferno","CT",2,5,8,6,2,10,1287,53,37,"Win",8087,1,0.55,8148,6863,7633,NA,NA,6,0,2,NA,NA,NA,NA,2,"Prem 156",369,22:16:00,0,8,7,18,1285,0.444444444444444
"92",164,1,2023-11-28,1899-12-31 20:48:00,1899-12-31 20:48:00,"Second","AimLabs","Them","Nuke","CT",13,5,12,14,3,14,2654,88,22,"Loss",8419,1,1.25,6856,7341,7081,NA,NA,1,3,0,NA,NA,NA,NA,1,"Prem 164",-510,20:48:00,2,27,8,26,-485,1.03846153846154
"93",165,1,2023-11-28,1899-12-31 21:49:00,1899-12-31 21:49:00,"Second","AimLabs","Us","Ancient","CT",12,6,10,13,2,13,2883,96,20,"Win",7909,1,1.22,7231,8069,7692,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 165",123,21:49:00,0,25,8,23,-838,1.08695652173913
"94",166,1,2023-11-28,1899-12-31 22:53:00,1899-12-31 22:53:00,"Second","AimLabs","Us","Mirage","CT",7,1,8,6,0,6,1092,47,15,"Win",8032,1,0.96,7792,6338,7056,NA,NA,3,0,2,NA,NA,NA,NA,2,"Prem 166",143,22:53:00,0,13,1,14,1454,0.928571428571429
"95",167,1,2023-11-28,1899-12-31 23:34:00,1899-12-31 23:34:00,"First","None","Us","Mirage","T",5,1,8,10,1,6,1585,68,33,"Loss",8175,1,1.04,6838,7895,7489,NA,NA,4,1,0,NA,NA,NA,NA,2,"Prem 167",-116,23:34:00,0,15,2,14,-1057,1.07142857142857
"96",168,1,2023-11-29,1899-12-31 21:53:00,1899-12-31 21:53:00,"Second","None","Us","Vertigo","T",7,7,10,1,2,7,1064,53,25,"Loss",8059,1,0.68,6238,7333,6948,NA,NA,1,2,0,NA,NA,NA,NA,1,"Prem 168",-138,21:53:00,1,8,9,17,-1095,0.470588235294118
"97",169,1,2023-11-29,1899-12-31 22:29:00,1899-12-31 22:29:00,"Second","None","Neither","Nuke","T",5,3,12,12,4,4,2030,84,29,"Win",7921,1,1.23,7738,6605,7138,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 169",112,22:29:00,0,17,7,16,1133,1.0625
"98",172,1,2023-11-30,1899-12-31 21:51:00,1899-12-31 21:51:00,"First","AimLabs","Us","Inferno","T",7,4,10,4,3,8,1597,65,18,"Loss",8413,1,0.86,7215,7127,7512,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 172",-111,21:51:00,1,11,7,18,88,0.611111111111111
"99",173,1,2023-11-30,1899-12-31 22:36:00,1899-12-31 22:36:00,"First","None","Us","Mirage","T",11,1,8,12,1,6,2194,95,21,"Loss",8302,1,1.43,7714,6607,7327,NA,NA,2,2,0,NA,NA,NA,NA,2,"Prem 173",-121,22:36:00,0,23,2,14,1107,1.64285714285714
"100",174,1,2023-11-30,1899-12-31 23:24:00,1899-12-31 23:24:00,"First","AimLabs","Them","Vertigo","T",12,3,9,4,8,8,1915,79,18,"Win",8181,1,1.14,7458,7517,7745,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 174",539,23:24:00,0,16,11,17,-59,0.941176470588235
"101",177,1,2023-12-02,1899-12-31 00:21:00,1899-12-31 00:21:00,"First","AimLabs","Us","Mirage","T",8,0,10,7,6,9,1841,76,26,"Win",9092,1,0.97,9651,9828,9862,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 177",496,00:21:00,1,15,6,19,-177,0.789473684210526
"102",188,1,2023-12-05,1899-12-31 21:09:00,1899-12-31 21:09:00,"Second","AimLabs","Them","Mirage","CT",7,5,9,12,2,10,2451,81,47,"Loss",10531,1,1,9533,9405,9592,NA,NA,2,1,0,NA,NA,NA,NA,2,"Prem 188",-122,21:09:00,0,19,7,19,128,1
"103",189,1,2023-12-05,1899-12-31 22:20:00,1899-12-31 22:20:00,"First","AimLabs","Us","Ancient","T",8,5,11,13,1,8,2070,90,28,"Loss",10409,1,1.3,9927,7493,8914,NA,NA,3,2,0,NA,NA,NA,NA,2,"Prem 189",-106,22:20:00,0,21,6,19,2434,1.10526315789474
"104",190,1,2023-12-05,1899-12-31 23:10:00,1899-12-31 23:10:00,"Second","AimLabs","Us","Nuke","CT",8,4,10,5,3,11,1876,78,46,"Win",10303,1,0.77,9840,10838,10431,NA,NA,4,0,1,NA,NA,NA,NA,2,"Prem 190",370,23:10:00,0,13,7,21,-998,0.619047619047619
"105",192,1,2023-12-05,1899-12-31 23:31:00,1899-12-31 23:31:00,"First","AimLabs","Them","Anubis","CT",5,6,10,9,3,9,1726,71,21,"Loss",10549,1,0.96,10510,11866,11180,NA,NA,6,2,0,NA,NA,NA,NA,2,"Prem 192",-107,23:31:00,0,14,9,19,-1356,0.736842105263158
"106",193,1,2023-12-07,1899-12-31 21:47:00,1899-12-31 21:47:00,"First","AimLabs","Us","Mirage","CT",2,3,7,8,4,6,1394,63,30,"Loss",10442,1,0.87,9043,8785,9027,NA,NA,1,3,0,NA,NA,NA,NA,1,"Prem 193",-118,21:47:00,2,10,7,13,258,0.769230769230769
"107",194,1,2023-12-07,1899-12-31 22:42:00,1899-12-31 22:42:00,"First","AimLabs","Them","Ancient","T",10,4,12,15,4,8,2364,78,32,"Tie",10324,1,1.29,9418,8272,8913,NA,NA,2,0,0,NA,NA,NA,NA,2,"Prem 194",59,22:42:00,0,25,8,20,1146,1.25
"108",195,1,2023-12-07,1899-12-31 23:45:00,1899-12-31 23:45:00,"First","AimLabs","Them","Mirage","T",5,3,10,12,4,10,1880,78,23,"Loss",10383,1,0.97,9008,10289,9568,NA,NA,3,1,0,NA,NA,NA,NA,2,"Prem 195",-383,23:45:00,0,17,7,20,-1281,0.85
"109",198,1,2023-12-08,1899-12-31 22:42:00,1899-12-31 22:42:00,"Second","None","Us","Vertigo","CT",9,4,2,7,3,8,1897,103,43,"Win",10000,1,1.48,8998,9325,9201,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 198",116,22:42:00,0,16,7,10,-327,1.6
"110",199,1,2023-12-08,1899-12-31 23:16:00,1899-12-31 23:16:00,"Second","None","Them","Nuke","T",4,8,10,6,3,8,1741,79,30,"Loss",10116,1,0.75,9154,8239,8763,NA,NA,4,1,0,NA,NA,NA,NA,2,"Prem 199",-116,23:16:00,0,10,11,18,915,0.555555555555556
"111",200,1,2023-12-09,1899-12-31 18:43:00,1899-12-31 18:43:00,"First","None","Them","Anubis","T",8,9,5,6,0,12,1799,78,14,"Loss",10000,1,1.04,9035,8052,8637,NA,NA,1,2,0,NA,NA,NA,NA,1,"Prem 200",-113,18:43:00,1,14,9,17,983,0.823529411764706
"112",201,1,2023-12-09,1899-12-31 20:39:00,1899-12-31 20:39:00,"Second","None","Us","Ancient","CT",12,3,7,19,5,7,2792,116,35,"Win",9887,1,1.91,8968,10390,9562,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 201",112,20:39:00,0,31,8,14,-1422,2.21428571428571
"113",205,1,2023-12-10,1899-12-31 21:23:00,1899-12-31 21:23:00,"First","None","Us","Nuke","CT",8,0,5,10,2,9,1761,97,27,"Win",10098,1,1.49,9343,8268,8865,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 205",118,21:23:00,0,18,2,14,1075,1.28571428571429
"114",223,1,2023-12-17,1899-12-31 19:23:00,1899-12-31 19:23:00,"First","None","Them","Nuke","CT",3,3,4,11,0,7,1185,56,42,"Win",9003,1,1.08,8944,8457,8457,NA,NA,4,0,1,NA,NA,NA,NA,2,"Prem 223",104,19:23:00,0,14,3,11,487,1.27272727272727
"115",227,1,2023-12-18,1899-12-31 18:06:00,1899-12-31 18:06:00,"Second","AimLabs","Them","Ancient","CT",9,0,9,9,2,9,1795,81,27,"Loss",8379,1,1.14,8719,8759,8793,NA,NA,1,4,0,NA,NA,NA,NA,1,"Prem 227",-374,18:06:00,1,18,2,18,-40,1
"116",228,1,2023-12-18,1899-12-31 18:53:00,1899-12-31 18:53:00,"Second","None","Us","Vertigo","CT",6,2,4,12,2,10,1635,102,25,"Loss",8005,1,1.35,6179,6921,6423,NA,NA,2,5,0,NA,NA,NA,NA,2,"Prem 228",-255,18:53:00,0,18,4,14,-742,1.28571428571429
"117",229,1,2023-12-18,1899-12-31 19:29:00,1899-12-31 19:29:00,"First","AimLabs","Neither","Vertigo","T",7,3,6,3,0,2,1216,71,40,"Win",7750,1,1.21,7250,5680,6325,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 229",113,19:29:00,0,10,3,8,1570,1.25
"118",230,1,2023-12-18,1899-12-31 21:20:00,1899-12-31 21:20:00,"First","AimLabs","Them","Mirage","T",6,3,11,7,3,5,1317,59,30,"Win",7863,1,0.84,7930,5951,6899,NA,NA,4,0,2,NA,NA,NA,NA,2,"Prem 230",113,21:20:00,0,13,6,16,1979,0.8125
"119",231,1,2023-12-18,1899-12-31 21:57:00,1899-12-31 21:57:00,"Second","None","Us","Ancient","CT",1,1,1,13,2,8,1339,83,21,"Win",7976,1,1.36,8412,8734,8621,NA,NA,5,0,3,NA,NA,NA,NA,2,"Prem 231",256,21:57:00,0,14,3,9,-322,1.55555555555556
"120",232,1,2023-12-19,1899-12-31 12:29:00,1899-12-31 12:29:00,"Second","AimLabs","Neither","Mirage","CT",10,2,4,6,6,7,1479,77,31,"Win",8232,1,1.39,7474,7443,7567,NA,NA,1,0,4,NA,NA,NA,NA,1,"Prem 232",361,12:29:00,1,16,8,11,31,1.45454545454545
"121",233,1,2023-12-19,1899-12-31 13:13:00,1899-12-31 13:13:00,"Second","AimLabs","Us","Mirage","CT",8,2,11,16,4,8,2360,98,37,"Loss",8593,1,1.39,8581,9646,9018,NA,NA,2,1,0,NA,NA,NA,NA,2,"Prem 233",-115,13:13:00,0,24,6,19,-1065,1.26315789473684
"122",234,1,2023-12-19,1899-12-31 20:21:00,1899-12-31 20:21:00,"First","None","Neither","Anubis","T",8,4,6,7,1,3,1566,82,33,"Win",8478,1,1.4,8029,8403,8331,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 234",150,20:21:00,0,15,5,9,-374,1.66666666666667
"123",237,1,2023-12-20,1899-12-31 19:29:00,1899-12-31 19:29:00,"Second","AimLabs","Us","Anubis","CT",6,2,1,12,3,5,1945,114,22,"Win",8416,1,1.88,9495,9381,9517,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 237",107,19:29:00,1,18,5,6,114,3
"124",238,1,2023-12-20,1899-12-31 20:25:00,1899-12-31 20:25:00,"Second","AimLabs","Us","Overpass","CT",0,0,0,11,3,2,1128,86,18,"Win",8523,1,1.64,8444,7005,7890,NA,NA,2,0,2,NA,NA,NA,NA,2,"Prem 238",179,20:25:00,0,11,3,2,1439,5.5
"125",242,1,2023-12-26,1899-12-31 19:35:00,1899-12-31 19:35:00,"First","None","Us","Nuke","T",9,5,6,12,2,8,2275,98,23,"Win",7719,1,1.45,7001,8456,7479,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 242",112,19:35:00,2,21,7,14,-1455,1.5
"126",251,1,2023-12-29,1899-12-31 22:41:00,1899-12-31 22:41:00,"First","AimLabs","Them","Overpass","T",7,8,7,11,0,10,1889,78,44,"Loss",8662,1,1.23,9466,8960,9249,NA,NA,2,1,0,NA,NA,NA,NA,2,"Prem 251",-113,22:41:00,0,18,8,17,506,1.05882352941176
"127",252,1,2023-12-29,1899-12-31 23:29:00,1899-12-31 23:29:00,"Second","AimLabs","Them","Mirage","CT",2,0,5,6,3,10,951,55,37,"Loss",8549,1,0.58,8048,7639,7898,NA,NA,3,2,0,NA,NA,NA,NA,2,"Prem 252",-121,23:29:00,0,8,3,15,409,0.533333333333333
"128",253,1,2023-12-30,1899-12-31 18:37:00,1899-12-31 18:37:00,"First","AimLabs","Them","Overpass","T",10,2,9,4,3,7,1272,63,28,"Loss",8428,1,0.95,8881,7390,8172,NA,NA,1,3,0,NA,NA,NA,NA,1,"Prem 253",-344,18:37:00,1,14,5,16,1491,0.875
"129",255,1,2023-12-31,1899-12-31 21:06:00,1899-12-31 21:06:00,"First","AimLabs","Us","Mirage","CT",9,2,4,17,4,6,2603,130,46,"Win",7729,1,1.99,6634,6660,6705,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 255",115,21:06:00,1,26,6,10,-26,2.6
"130",257,1,2023-12-31,1899-12-31 22:17:00,1899-12-31 22:17:00,"Second","None","Us","Overpass","CT",13,4,9,9,2,8,2301,95,36,"Win",7679,1,1.3,7640,7129,7359,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 257",119,22:17:00,0,22,6,17,511,1.29411764705882
"131",262,1,2024-01-02,1899-12-31 20:02:00,1899-12-31 20:02:00,"Second","AimLabs","Them","Mirage","T",3,1,12,2,0,1,788,56,20,"Loss",8432,1,0.38,8329,7965,8218,NA,NA,1,2,0,NA,NA,NA,NA,1,"Prem 262",-113,20:02:00,1,5,1,13,364,0.384615384615385
"132",263,1,2024-01-02,1899-12-31 20:26:00,1899-12-31 20:26:00,"Second","None","Us","Inferno","CT",3,2,10,12,2,9,1382,57,13,"Loss",8319,1,0.87,7840,6147,7186,NA,NA,2,3,0,NA,NA,NA,NA,2,"Prem 263",-246,20:26:00,0,15,4,19,1693,0.789473684210526
"133",264,1,2024-01-03,1899-12-31 19:15:00,1899-12-31 19:15:00,"Second","AimLabs","Them","Mirage","CT",2,4,3,8,1,7,1366,80,30,"Win",8073,1,1.15,7025,6612,6836,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 264",120,19:15:00,1,10,5,10,413,1
"134",276,1,2024-01-15,1899-12-31 20:00:00,1899-12-31 20:00:00,"Second","AimLabs","Them","Nuke","CT",13,NA,13,23,NA,8,3756,125,47,"Win",8396,1,1.79,9215,9273,9164,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 276",354,20:00:00,2,36,NA,21,-58,1.71428571428571
"135",282,1,2024-01-28,1899-12-31 19:55:00,1899-12-31 19:55:00,"First","None","Them","Mirage","T",10,1,5,7,1,6,1590,79,29,"Win",8361,1,1.2,8599,8658,8591,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 282",123,19:55:00,9,17,2,11,-59,1.54545454545455
"136",283,1,2024-01-28,1899-12-31 20:38:00,1899-12-31 20:38:00,"Second","None","Them","Inferno","CT",10,3,14,16,2,9,2554,85,26,"Tie",8484,1,1.23,7386,7470,7429,NA,NA,2,0,0,NA,NA,NA,NA,2,"Prem 283",-53,20:38:00,0,26,5,23,-84,1.1304347826087
"137",284,1,2024-01-29,1899-12-31 20:48:00,1899-12-31 20:48:00,"Second","None","Us","Vertigo","CT",2,0,0,11,3,4,1405,93,30,"Win",8431,1,1.67,7986,7838,7919,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 284",104,20:48:00,1,13,3,4,148,3.25
"138",290,1,2024-02-05,1899-12-31 22:21:00,1899-12-31 22:21:00,"First","None","Neither","Ancient","T",5,4,3,6,3,4,1280,67,45,"Win",9304,1,1.15,11106,8500,9632,NA,NA,1,0,5,NA,NA,NA,NA,1,"Prem 290",367,22:21:00,6,11,7,7,2606,1.57142857142857
"139",297,1,2024-02-18,1899-12-31 23:34:00,1899-12-31 23:34:00,"Second","AimLabs","Them","Inferno","CT",2,2,5,12,1,10,1468,86,50,"Loss",10352,1,1.12,10808,11051,10977,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 297",-102,23:34:00,3,14,3,15,-243,0.933333333333333
"140",298,1,2024-02-19,1899-12-31 00:15:00,1899-12-31 00:15:00,"Second","AimLabs","Us","Mirage","CT",5,6,8,8,4,9,1837,83,30,"Loss",10250,1,1.02,9502,9757,9640,NA,NA,1,2,0,NA,NA,NA,NA,1,"Prem 298",-103,00:15:00,1,13,10,17,-255,0.764705882352941
"141",303,1,2024-03-09,1899-12-31 19:20:00,1899-12-31 19:20:00,"First","None","Us","Ancient","T",11,NA,10,7,NA,7,1816,90,33,"Loss",10254,1,1.17,9998,9696,9941,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 303",-124,19:20:00,13,18,NA,17,302,1.05882352941176
"142",307,1,2024-03-12,1899-12-31 23:26:00,1899-12-31 23:26:00,"Second","None","Us","Mirage","CT",3,2,8,9,1,5,1378,65,58,"Win",10736,1,0.94,10688,8219,10452,NA,NA,1,0,4,NA,NA,NA,NA,1,"Prem 307",237,23:26:00,3,12,3,13,2469,0.923076923076923
"143",308,1,2024-03-17,1899-12-31 20:18:00,1899-12-31 20:18:00,"Second","AimLabs","Us","Vertigo","CT",5,4,9,5,4,10,1442,65,60,"Win",10973,1,0.74,11109,11112,11131,NA,NA,1,0,5,NA,NA,NA,NA,1,"Prem 308",361,20:18:00,5,10,8,19,-3,0.526315789473684
"144",309,1,2024-03-17,1899-12-31 20:59:00,1899-12-31 20:59:00,"First","None","Neither","Mirage","T",10,1,12,7,1,10,1807,60,41,"Loss",11334,1,0.78,11211,11502,11363,NA,NA,2,1,0,NA,NA,NA,NA,2,"Prem 309",-105,20:59:00,0,17,2,22,-291,0.772727272727273
"145",310,1,2024-03-17,1899-12-31 21:56:00,1899-12-31 21:56:00,"First","None","Neither","Ancient","T",5,3,9,13,6,9,1929,80,44,"Loss",11229,1,1.23,11826,11847,11902,NA,NA,3,2,0,NA,NA,NA,NA,2,"Prem 310",-121,21:56:00,0,18,9,18,-21,1
"146",311,1,2024-03-17,1899-12-31 22:40:00,1899-12-31 22:40:00,"Second","None","Us","Vertigo","CT",8,5,10,9,4,8,2043,88,29,"Loss",11108,1,1.19,10299,10960,10614,NA,NA,4,3,0,NA,NA,NA,NA,2,"Prem 311",-266,22:40:00,0,17,9,18,-661,0.944444444444444
"147",313,1,2024-03-18,1899-12-31 21:17:00,1899-12-31 21:17:00,"Second","None","Them","Nuke","CT",5,0,3,11,3,8,1508,94,18,"Win",10957,1,1.53,10789,11290,11075,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 313",156,21:17:00,1,16,3,11,-501,1.45454545454545
"148",314,1,2024-03-18,1899-12-31 21:50:00,1899-12-31 21:50:00,"First","None","Us","Anubis","CT",10,4,4,3,3,9,1688,73,46,"Win",11113,1,1.09,10749,10927,10840,NA,NA,2,0,3,NA,NA,NA,NA,2,"Prem 314",373,21:50:00,0,13,7,13,-178,1
"149",315,1,2024-03-18,1899-12-31 22:38:00,1899-12-31 22:38:00,"Second","None","Them","Mirage","CT",10,2,2,10,1,6,1762,88,30,"Win",11486,1,1.57,11620,11597,11694,NA,NA,3,0,4,NA,NA,NA,NA,2,"Prem 315",360,22:38:00,0,20,3,8,23,2.5
"150",316,1,2024-03-18,1899-12-31 23:24:00,1899-12-31 23:24:00,"Second","AimLabs","Us","Inferno","CT",3,1,5,7,4,10,1368,62,40,"Loss",11846,1,0.82,12457,12441,12466,NA,NA,4,1,0,NA,NA,NA,NA,2,"Prem 316",-124,23:24:00,0,10,5,15,16,0.666666666666667
"151",317,1,2024-03-19,1899-12-31 21:32:00,1899-12-31 21:32:00,"First","AimLabs","Us","Nuke","CT",7,2,6,10,3,5,1734,86,41,"Win",11722,1,1.4,11535,11219,11456,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 317",151,21:32:00,1,17,5,11,316,1.54545454545455
"152",318,1,2024-03-19,1899-12-31 22:24:00,1899-12-31 22:24:00,"First","AimLabs","Us","Nuke","T",6,1,11,5,6,7,1445,72,45,"Loss",11873,1,0.88,12232,12507,12369,NA,NA,2,1,0,NA,NA,NA,NA,2,"Prem 318",-118,22:24:00,0,11,7,18,-275,0.611111111111111
"153",321,1,2024-03-20,1899-12-31 22:41:00,1899-12-31 22:41:00,"First","None","Them","Inferno","CT",14,2,13,12,2,8,2379,82,26,"Loss",11297,1,1.34,10992,10800,10782,NA,NA,2,4,0,NA,NA,NA,NA,2,"Prem 321",-422,22:41:00,0,26,4,21,192,1.23809523809524
"154",323,1,2024-03-24,1899-12-31 20:50:00,1899-12-31 20:50:00,"Second","None","Us","Nuke","CT",3,2,3,13,3,8,1493,93,25,"Win",10499,1,1.54,10693,11527,10956,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 323",100,20:50:00,0,16,5,11,-834,1.45454545454545
"155",326,1,2024-03-26,1899-12-31 23:21:00,1899-12-31 23:21:00,"Second","None","Us","Nuke","CT",6,1,3,13,3,6,1817,95,21,"Win",10617,1,1.54,9773,9580,9758,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 326",116,23:21:00,2,19,4,9,193,2.11111111111111
"156",327,1,2024-03-30,1899-12-31 22:44:00,1899-12-31 22:44:00,"First","None","Us","Vertigo","T",9,4,11,6,3,5,1829,96,26,"Loss",10733,1,1.15,10085,9832,10052,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 327",-121,22:44:00,4,15,7,16,253,0.9375
"157",331,1,2024-04-07,1899-12-31 23:07:00,1899-12-31 23:07:00,"First","AimLabs","Them","Vertigo","T",7,2,9,5,4,5,1415,70,16,"Win",10110,1,0.94,10192,9691,9940,NA,NA,3,0,2,NA,NA,NA,NA,2,"Prem 331",106,23:07:00,0,12,6,14,501,0.857142857142857
"158",332,1,2024-04-08,1899-12-31 23:42:00,1899-12-31 23:42:00,"Second","AimLabs","Us","Nuke","CT",4,3,4,11,6,7,1861,103,13,"Win",10216,1,1.45,9878,10162,10036,NA,NA,1,0,3,NA,NA,NA,NA,1,"Prem 332",280,23:42:00,1,15,9,11,-284,1.36363636363636
"159",333,1,2024-04-15,1899-12-31 23:25:00,1899-12-31 23:25:00,"Second","AimLabs","Them","Mirage","CT",5,0,2,10,2,2,1341,83,26,"Win",10496,1,1.63,10375,9772,10090,NA,NA,1,0,4,NA,NA,NA,NA,1,"Prem 333",359,23:25:00,7,15,2,4,603,3.75
"160",334,1,2024-04-16,1899-12-31 21:20:00,1899-12-31 21:20:00,"Second","AimLabs","Us","Overpass","CT",9,3,8,11,3,6,1957,81,35,"Loss",10855,1,1.32,11317,11949,11693,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 334",-110,21:20:00,1,20,6,14,-632,1.42857142857143
"161",335,1,2024-04-16,1899-12-31 22:30:00,1899-12-31 22:30:00,"First","AimLabs","Us","Overpass","T",9,4,8,5,3,3,1439,71,28,"Win",10745,1,1.25,10312,9472,10050,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 335",126,22:30:00,0,14,7,11,840,1.27272727272727
"162",336,1,2024-04-19,1899-12-31 20:49:00,1899-12-31 20:49:00,"Second","AimLabs","Us","Ancient","CT",3,2,1,14,3,7,1724,101,35,"Win",10871,1,1.63,10770,10420,10607,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 336",341,20:49:00,3,17,5,8,350,2.125
"163",337,1,2024-04-19,1899-12-31 21:28:00,1899-12-31 21:28:00,"Second","None","Them","Inferno","CT",3,1,5,8,4,8,1529,84,27,"Loss",11212,1,1.08,11141,10621,10923,NA,NA,2,1,0,NA,NA,NA,NA,2,"Prem 337",-101,21:28:00,0,11,5,13,520,0.846153846153846
"164",338,1,2024-04-19,1899-12-31 22:00:00,1899-12-31 22:00:00,"Second","None","Neither","Nuke","CT",9,3,6,17,1,6,2480,118,34,"Win",11111,1,1.97,11175,11279,11163,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 338",111,22:00:00,0,26,4,12,-104,2.16666666666667
"165",339,1,2024-04-19,1899-12-31 20:37:00,1899-12-31 20:37:00,"First","None","Us","Nuke","T",11,8,6,0,2,2,1477,105,45,"Win",11222,1,1.59,11161,11373,11311,NA,NA,4,0,2,NA,NA,NA,NA,2,"Prem 339",355,20:37:00,0,11,10,8,-212,1.375
"166",340,1,2024-04-19,1899-12-31 21:24:00,1899-12-31 21:24:00,"First","AimLabs","Us","Anubis","T",6,5,10,13,5,6,2352,98,21,"Win",11577,1,1.39,11212,10484,10877,NA,NA,5,0,3,NA,NA,NA,NA,2,"Prem 340",367,21:24:00,0,19,10,16,728,1.1875
"167",342,1,2024-04-21,1899-12-31 19:35:00,1899-12-31 19:35:00,"First","AimLabs","Us","Overpass","T",10,0,10,15,2,7,1919,79,32,"Win",11899,1,1.4,11566,10337,11122,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 342",94,19:35:00,0,25,2,17,1229,1.47058823529412
"168",343,1,2024-04-21,1899-12-31 20:38:00,1899-12-31 20:38:00,"Second","AimLabs","Us","Inferno","CT",6,0,3,13,4,5,2063,114,47,"Win",11993,1,1.7,11738,10676,11249,NA,NA,3,0,2,NA,NA,NA,NA,2,"Prem 343",289,20:38:00,0,19,4,8,1062,2.375
